Id;StartDate;Submit Date;NetworkID;Age;Gender;WorkingStatus;GeoLocation;BanksOpenAccount;WhyBank;ATMUsage;BankServices;EsejMobilno;InternetBankMoreUsage;ScoreBankingServices;InternetSafety;InternetBankingSafety;YouthBenefits
397;1.4.2015 18:19;1.4.2015 18:22;57861aa63fc49e5327cdb07afb905765a8c808ce;Više od 25;Žensko;Zaposlen/a;Grad Zagreb;PBZ;Pristupaènost;Jednom tjedno;"Internet bankarstvo; Provjera stanja na raèunu; Plaæanje raèuna";;Besplatne transakcije;3;4;4;5
398;1.4.2015 18:35;1.4.2015 18:39;953ea979919dc28849094284733f6bc80539bd80;Više od 25;Muško;Zaposlen/a;Grad Zagreb;PBZ;Najbolji uvjeti i pogodnosti;Jednom u dva tjedna;"Internet bankarstvo; Debitna ili kreditna kartica; Štednja; Provjera stanja na raèunu; Plaæanje raèuna";Mogucnost devizne obnove orocenja bez potrebe za deviznim racunom na koji se privremeno moraju spremiti sredstva.;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";4;4;5;5
399;1.4.2015 18:57;1.4.2015 19:01;a3bf3e7677fe2733c2a72a0cff94b4efa5dc6467;Od 19 do 25;Muško;Student/ica;Grad Zagreb;Zagrebaèka ;Pristupaènost;Ne koristim bankomat;Debitna ili kreditna kartica;;Bolja reklama i uputstva u (ne)sigurnost same usluge;0;2;1;2
400;1.4.2015 20:27;1.4.2015 20:31;89e1bfebb3f9908d03a3854208ad17fa64266601;Od 19 do 25;Muško;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Ne koristim bankomat;"Štednja; Provjera stanja na raèunu";;"Veæa sigurnost; Besplatne transakcije";4;3;3;2
403;1.4.2015 22:17;1.4.2015 22:20;2bcba6facfdc3277749990d296c5cdabbe647054;Od 19 do 25;Muško;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Jednom tjedno;"Mobilno bankarstvo; Internet bankarstvo; Debitna ili kreditna kartica; Studentski paket (uljuèuje sve); Plaæanje raèuna";Sir;"Jednostavnija i jasnija usluga; Besplatne transakcije";6;5;5;5
405;2.4.2015 10:46;2.4.2015 10:47;1e798f8901da5ac46cab5c312cc6ab6a943f7977;Od 19 do 25;Muško;Student/ica + zaposlen/a;Grad Zagreb;PBZ;Pristupaènost;Jednom u dva tjedna;Debitna ili kreditna kartica;;"Jednostavnija i jasnija usluga; Bolja uputstva za postavljanje Internet usluga; Besplatne transakcije";1;5;4;2
408;2.4.2015 17:42;2.4.2015 17:45;04ecf1eeade75b6d0322df98aced538d2c961c69;Od 19 do 25;Muško;Student/ica;Grad Zagreb;PBZ;;Jednom tjedno;Studentski paket (uljuèuje sve);;Sve je savršeno, ne bih ništa promijenio/la;2;3;4;5
410;2.4.2015 21:49;2.4.2015 22:15;c95fe4a52cb3598f71ceea4f70a14369eb1dfea2;Od 19 do 25;Žensko;Student/ica;Istarska županija;PBZ;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Mobilno bankarstvo; Internet bankarstvo; Štednja; Provjera stanja na raèunu; Plaæanje raèuna; Osiguranje";;Veæa sigurnost;3;3;3;4
411;2.4.2015 22:01;2.4.2015 22:06;9cdcdc9edc89f5c7fa55a3685e3833498ce64f5c;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;"PBZ; Zagrebaèka ";Najbolji uvjeti i pogodnosti;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo; Provjera stanja na raèunu";;Bolja uputstva za postavljanje Internet usluga;3;4;4;3
412;2.4.2015 22:01;2.4.2015 22:07;a4d4e76fa0204d5e2c1ed5925ca21c6657fab8b2;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;ERSTE;Preporuka prijatelja ili rodbine;Jednom tjedno;"Internet bankarstvo; Plaæanje raèuna";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost; Bolja uputstva za postavljanje Internet usluga";3;4;4;5
414;2.4.2015 22:09;2.4.2015 22:11;4557aa117bac519e2f2347a4eae7865389903d2b;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Nemam raèun;;Ne koristim bankomat;Ne koristim bankarske usluge;;Jednostavnija i jasnija usluga;0;2;2;2
415;2.4.2015 22:09;2.4.2015 22:11;2136fee4860674520d598ef987a64e96d556ce71;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Primorsko-goranska županija;ERSTE;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo; Debitna ili kreditna kartica; Provjera stanja na raèunu; Plaæanje raèuna";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Besplatne transakcije";5;;5;5
416;2.4.2015 22:14;2.4.2015 22:17;ca6a8ae9e52bde77dcc84d04535bd1d802b5df13;Od 19 do 25;Žensko;Student/ica;Meðimurska županija;PBZ;Preporuka prijatelja ili rodbine;Jednom tjedno;Studentski paket (uljuèuje sve);;Besplatne transakcije;3;4;5;4
418;2.4.2015 22:24;2.4.2015 22:29;32a1a27f5081fe53dc895f2754c4711e7e6cbf2e;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Pristupaènost;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo; Debitna ili kreditna kartica; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Veæa sigurnost; Bolja uputstva za postavljanje Internet usluga; Besplatne transakcije";2;3;3;5
419;2.4.2015 22:25;2.4.2015 22:31;c95fe4a52cb3598f71ceea4f70a14369eb1dfea2;Od 19 do 25;Muško;Student/ica;Grad Zagreb;PBZ;Najbolji uvjeti i pogodnosti;Jednom tjedno;"Internet bankarstvo; Štednja";;Besplatne transakcije;4;3;5;6
420;2.4.2015 22:30;2.4.2015 22:34;0474556a7e8ccb80ac841f0ca3f0b0daf47f42e9;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Grad Zagreb;PBZ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Mobilno bankarstvo; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Veæa sigurnost";3;3;3;5
421;2.4.2015 22:30;2.4.2015 22:34;0d990193b21c524603a8ccdbbeddc133e28eb4be;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;PBZ;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Mobilno bankarstvo; Studentski paket (uljuèuje sve)";;Besplatne transakcije;3;3;2;3
422;2.4.2015 22:41;2.4.2015 22:47;4f7449df72eb58e7b599b075e74b66746ee8d74c;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;HPB ;Preporuka prijatelja ili rodbine;Jednom tjedno;"Debitna ili kreditna kartica; Provjera stanja na raèunu";;ne koristim ga;3;2;3;5
423;2.4.2015 22:43;2.4.2015 22:51;cc6790d9d0389b3e367e22f67f3d0d25683ad258;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;"Zagrebaèka ; ERSTE";Najbolji uvjeti i pogodnosti;Dva do èetiri puta tjedno;Studentski paket (uljuèuje sve);;Besplatne transakcije;4;4;4;5
424;2.4.2015 22:45;2.4.2015 22:50;0474556a7e8ccb80ac841f0ca3f0b0daf47f42e9;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Grad Zagreb;otp;Pristupaènost;Jednom u dva tjedna;"Internet bankarstvo; Kontaktiranje Vašeg savjetnika u banci; Štednja; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost; Telefonska pomoæ pri postavaljanju Internet usluga; Besplatne transakcije";4;;1;5
425;2.4.2015 22:52;2.4.2015 22:54;ab6519cefafb91207c13c8d18e20122f7367431a;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Grad Zagreb;ERSTE;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Internet bankarstvo; Plaæanje raèuna";;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";4;5;5;7
426;2.4.2015 22:52;2.4.2015 22:55;6755559f29dfb0c5f9a0334490515e21f74a6d00;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Istarska županija;Zagrebaèka ;Pristupaènost;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo; Debitna ili kreditna kartica; Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Besplatne transakcije";4;3;4;5
428;2.4.2015 23:01;2.4.2015 23:07;f531289b627f41dbc24774a8430d6fa75b85ab03;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;PBZ;Pristupaènost;Jednom u dva tjedna;"Mobilno bankarstvo; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost";3;4;3;5
429;2.4.2015 23:04;2.4.2015 23:08;42496065feefd6a2659e2ac20f913a6b0e926b36;Od 19 do 25;Muško;Student/ica;Grad Zagreb;PBZ;Najbolji uvjeti i pogodnosti;Jednom u dva tjedna;Debitna ili kreditna kartica;;Jednostavnija i jasnija usluga;2;3;;2
431;2.4.2015 23:10;2.4.2015 23:14;91c3dc0ef4136fd9d359a29c5289e39596a79a8f;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;HYPO ;Pristupaènost;Jednom tjedno;"Štednja; Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Veæa sigurnost";3;4;3;4
432;2.4.2015 23:13;2.4.2015 23:15;bb3fcf2b369679d5d92cbf3f7929aeb61503470b;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Hypo;Preporuka prijatelja ili rodbine;Jednom tjedno;Studentski paket (uljuèuje sve);;"Nagrade (smanjene cijene za odreðene usluge); Veæa sigurnost; Bolja uputstva za postavljanje Internet usluga; Besplatne transakcije";5;;5;7
433;2.4.2015 23:18;2.4.2015 23:21;8b4eb5f4a9fce384e2df8b013e7ce05c70a07dea;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Pristupaènost;Jednom u dva tjedna;Studentski paket (uljuèuje sve);;"Jednostavnija i jasnija usluga; Veæa sigurnost";3;3;3;4
434;2.4.2015 23:28;2.4.2015 23:31;00b8ab729f2e48ce36103357521742dc24e86b91;Od 19 do 25;Muško;Student/ica;Istarska županija;Unicredit;Pristupaènost;Jednom tjedno;Internet bankarstvo;;Besplatne transakcije;4;4;4;6
435;2.4.2015 23:38;2.4.2015 23:40;9e56c14b0fc7325c2ba3bad377501d730a67d23b;Od 19 do 25;Žensko;Student/ica;Zadarska županija;PBZ;Pristupaènost;Ne koristim bankomat;Studentski paket (uljuèuje sve);;Bolja uputstva za postavljanje Internet usluga;3;3;5;4
437;3.4.2015 5:33;3.4.2015 5:37;041564a837b5e7bfbe1a851f747ae6d70a9d2de3;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;Hypo;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;Štednja;;Nagrade (smanjene cijene za odreðene usluge);2;1;4;1
438;3.4.2015 5:39;3.4.2015 5:42;96775abebe4698c9589b8cd8ba1b8a41db37577a;Od 15 do 18;Žensko;Srednjoškolac/ka;Brodsko-posavska županija;Raiffeisen;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Debitna ili kreditna kartica; Štednja; Provjera stanja na raèunu";;Telefonska pomoæ pri postavaljanju Internet usluga;3;1;1;4
439;3.4.2015 5:58;3.4.2015 6:02;d1e75da04390a0434e87765dcfb6c512c43ca56f;Od 19 do 25;Žensko;Student/ica;Splitsko-dalmatinska županija;Splitska;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Debitna ili kreditna kartica; Kontaktiranje Vašeg savjetnika u banci";;Veæa sigurnost;3;2;3;4
440;3.4.2015 6:00;3.4.2015 6:05;6bde085c2c4edf33ef210b83230ad7f99b936fd2;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;ERSTE;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Provjera stanja na raèunu; Plaæanje raèuna";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost";3;3;1;4
441;3.4.2015 6:34;3.4.2015 6:42;68f2fe3492ee97c702c514377b3ac33918c80c58;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Najbolji uvjeti i pogodnosti;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;Sve je savršeno, ne bih ništa promijenio/la;5;4;5;5
442;3.4.2015 6:59;3.4.2015 7:01;b16ff8e1a0afc766811554f9809316ddc1998150;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Internet bankarstvo; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";4;3;4;5
443;3.4.2015 7:06;3.4.2015 7:09;f787ecc4c985c158519340662e495d13f5e3925a;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;ERSTE;Pristupaènost;Jednom tjedno;Provjera stanja na raèunu;;Besplatne transakcije;3;3;2;4
444;3.4.2015 7:22;3.4.2015 7:27;3cb6d13c43e7a22035329a185bd54335dfa77939;Od 19 do 25;Žensko;Student/ica;Istarska županija;Hypo;Pristupaènost;Jednom tjedno;"Debitna ili kreditna kartica; Ne koristim bankarske usluge";;Bolja uputstva za postavljanje Internet usluga;2;3;3;4
445;3.4.2015 7:37;3.4.2015 7:40;07beebe68abd62c464a64a3f5360dbac84b19a11;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Ne koristim bankomat;Ne koristim bankarske usluge;;Jednostavnija i jasnija usluga;3;2;3;4
446;3.4.2015 7:41;3.4.2015 7:43;191789640d2ba45a758854cad5b72c44491fd66d;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;Studentski paket (uljuèuje sve);;Sve je savršeno, ne bih ništa promijenio/la;4;4;5;7
447;3.4.2015 7:41;3.4.2015 7:45;b0a236c6b8529978a78f2b30282464eedb5c9b40;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;ERSTE;Pristupaènost;Ne koristim bankomat;"Debitna ili kreditna kartica; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Telefonska pomoæ pri postavaljanju Internet usluga; Besplatne transakcije";2;2;1;3
448;3.4.2015 7:45;3.4.2015 7:50;41839f8ee566cc7741026cb8cbc29c56654949e3;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;Hypo banka;Preporuka prijatelja ili rodbine;Ne koristim bankomat;Studentski paket (uljuèuje sve);;ne koristim;2;4;5;8
449;3.4.2015 8:13;3.4.2015 8:19;4ed15f3cf5132a356b250b7fb3e93d9e65e6bb56;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;PBZ;Pristupaènost;Jednom u dva tjedna;Studentski paket (uljuèuje sve);;Besplatne transakcije;1;;4;1
